Sorted by highest frequency
Relation id, count
396, 24
537, 24
686, 24
1007, 24
1132, 24
1251, 24
1270, 24
178, 23
187, 23
293, 23
607, 23
611, 23
614, 23
840, 23
868, 23
871, 23
1018, 23
1074, 23
227, 22
324, 22
556, 22
655, 22
789, 22
1108, 22
133, 21
300, 21
403, 21
809, 21
908, 21
1145, 21
1208, 21
169, 20
927, 20
950, 20
958, 20
1095, 20
1133, 20
1140, 20
13, 19
43, 19
152, 19
251, 19
410, 19
480, 19
539, 19
693, 19
799, 19
1075, 19
137, 18
222, 18
650, 18
652, 18
715, 18
744, 18
970, 18
1149, 18
1268, 18
1316, 18
39, 17
123, 17
240, 17
255, 17
268, 17
453, 17
542, 17
726, 17
773, 17
834, 17
895, 17
1105, 17
1307, 17
183, 16
270, 16
407, 16
509, 16
680, 16
754, 16
993, 16
1042, 16
1117, 16
1277, 16
0, 15
467, 15
476, 15
491, 15
498, 15
544, 15
628, 15
654, 15
883, 15
957, 15
988, 15
1012, 15
1023, 15
1039, 15
1317, 15
32, 14
337, 14
395, 14
433, 14
545, 14
567, 14
587, 14
632, 14
667, 14
677, 14
716, 14
790, 14
806, 14
930, 14
961, 14
1161, 14
1319, 14
44, 13
72, 13
312, 13
345, 13
518, 13
629, 13
702, 13
714, 13
931, 13
1009, 13
1090, 13
1160, 13
1292, 13
1320, 13
1322, 13
97, 12
232, 12
238, 12
244, 12
288, 12
471, 12
512, 12
590, 12
625, 12
746, 12
756, 12
778, 12
815, 12
818, 12
940, 12
1107, 12
1129, 12
1159, 12
27, 11
28, 11
102, 11
146, 11
197, 11
283, 11
304, 11
386, 11
412, 11
606, 11
627, 11
740, 11
776, 11
985, 11
992, 11
1032, 11
1062, 11
1243, 11
1343, 11
18, 10
19, 10
21, 10
174, 10
212, 10
247, 10
294, 10
335, 10
369, 10
519, 10
681, 10
769, 10
811, 10
884, 10
974, 10
995, 10
1085, 10
1284, 10
1293, 10
106, 9
129, 9
131, 9
348, 9
417, 9
419, 9
532, 9
691, 9
914, 9
1003, 9
1038, 9
1057, 9
1119, 9
1172, 9
1198, 9
1335, 9
77, 8
100, 8
194, 8
226, 8
231, 8
250, 8
286, 8
287, 8
393, 8
482, 8
486, 8
549, 8
572, 8
649, 8
659, 8
666, 8
694, 8
796, 8
830, 8
896, 8
911, 8
929, 8
1026, 8
1063, 8
1136, 8
1141, 8
1212, 8
1323, 8
24, 7
81, 7
87, 7
107, 7
157, 7
245, 7
249, 7
292, 7
317, 7
331, 7
340, 7
357, 7
451, 7
529, 7
550, 7
580, 7
657, 7
675, 7
831, 7
885, 7
900, 7
901, 7
905, 7
913, 7
916, 7
934, 7
975, 7
986, 7
987, 7
990, 7
1113, 7
1146, 7
1187, 7
1315, 7
25, 6
68, 6
127, 6
138, 6
171, 6
272, 6
351, 6
398, 6
409, 6
422, 6
463, 6
483, 6
513, 6
521, 6
534, 6
547, 6
636, 6
663, 6
698, 6
708, 6
710, 6
729, 6
736, 6
753, 6
760, 6
775, 6
817, 6
839, 6
849, 6
862, 6
867, 6
912, 6
917, 6
1002, 6
1019, 6
1037, 6
1165, 6
1190, 6
1222, 6
1253, 6
1309, 6
16, 5
17, 5
84, 5
139, 5
156, 5
191, 5
202, 5
258, 5
303, 5
328, 5
366, 5
380, 5
392, 5
414, 5
455, 5
507, 5
523, 5
540, 5
558, 5
575, 5
594, 5
605, 5
638, 5
639, 5
644, 5
645, 5
671, 5
673, 5
679, 5
696, 5
718, 5
742, 5
770, 5
847, 5
886, 5
891, 5
899, 5
924, 5
962, 5
967, 5
1015, 5
1035, 5
1049, 5
1059, 5
1084, 5
1154, 5
1181, 5
1223, 5
1225, 5
1236, 5
1248, 5
1252, 5
1280, 5
1283, 5
1325, 5
29, 4
91, 4
92, 4
96, 4
116, 4
196, 4
217, 4
252, 4
313, 4
342, 4
358, 4
364, 4
371, 4
405, 4
481, 4
489, 4
503, 4
526, 4
598, 4
672, 4
690, 4
706, 4
720, 4
741, 4
784, 4
823, 4
827, 4
848, 4
888, 4
915, 4
918, 4
919, 4
920, 4
1022, 4
1024, 4
1072, 4
1078, 4
1082, 4
1094, 4
1100, 4
1135, 4
1196, 4
1204, 4
1297, 4
1313, 4
1329, 4
1338, 4
1342, 4
2, 3
10, 3
38, 3
46, 3
51, 3
99, 3
122, 3
128, 3
158, 3
162, 3
173, 3
175, 3
179, 3
185, 3
186, 3
206, 3
214, 3
219, 3
223, 3
256, 3
284, 3
297, 3
320, 3
365, 3
372, 3
375, 3
379, 3
383, 3
401, 3
408, 3
418, 3
443, 3
490, 3
525, 3
533, 3
546, 3
564, 3
574, 3
596, 3
613, 3
615, 3
633, 3
651, 3
689, 3
703, 3
719, 3
728, 3
750, 3
759, 3
764, 3
821, 3
850, 3
937, 3
942, 3
966, 3
972, 3
982, 3
984, 3
994, 3
999, 3
1030, 3
1046, 3
1061, 3
1065, 3
1067, 3
1099, 3
1101, 3
1109, 3
1125, 3
1176, 3
1185, 3
1191, 3
1228, 3
1232, 3
1237, 3
1254, 3
1288, 3
1294, 3
1299, 3
1301, 3
1308, 3
1311, 3
1318, 3
7, 2
34, 2
36, 2
41, 2
61, 2
63, 2
88, 2
94, 2
105, 2
108, 2
109, 2
130, 2
153, 2
218, 2
221, 2
235, 2
257, 2
275, 2
281, 2
289, 2
315, 2
321, 2
339, 2
347, 2
361, 2
367, 2
377, 2
378, 2
400, 2
420, 2
434, 2
504, 2
505, 2
506, 2
510, 2
551, 2
563, 2
566, 2
570, 2
620, 2
626, 2
640, 2
641, 2
647, 2
656, 2
737, 2
743, 2
755, 2
777, 2
783, 2
807, 2
808, 2
819, 2
825, 2
837, 2
841, 2
846, 2
894, 2
903, 2
921, 2
928, 2
939, 2
952, 2
955, 2
959, 2
1029, 2
1040, 2
1047, 2
1056, 2
1069, 2
1071, 2
1091, 2
1106, 2
1116, 2
1143, 2
1150, 2
1151, 2
1155, 2
1175, 2
1199, 2
1216, 2
1224, 2
1242, 2
1256, 2
1264, 2
1300, 2
1304, 2
1332, 2
11, 1
20, 1
23, 1
31, 1
57, 1
69, 1
79, 1
90, 1
110, 1
112, 1
114, 1
115, 1
121, 1
124, 1
132, 1
135, 1
141, 1
151, 1
155, 1
172, 1
181, 1
182, 1
201, 1
215, 1
236, 1
237, 1
260, 1
262, 1
263, 1
264, 1
266, 1
267, 1
274, 1
276, 1
278, 1
291, 1
307, 1
344, 1
350, 1
359, 1
362, 1
374, 1
391, 1
404, 1
411, 1
423, 1
424, 1
427, 1
430, 1
439, 1
446, 1
454, 1
502, 1
524, 1
552, 1
554, 1
555, 1
557, 1
561, 1
569, 1
581, 1
585, 1
586, 1
592, 1
593, 1
599, 1
602, 1
603, 1
608, 1
609, 1
610, 1
616, 1
617, 1
621, 1
646, 1
660, 1
661, 1
669, 1
674, 1
682, 1
685, 1
704, 1
707, 1
724, 1
730, 1
731, 1
735, 1
752, 1
757, 1
758, 1
763, 1
767, 1
785, 1
795, 1
797, 1
804, 1
820, 1
822, 1
824, 1
835, 1
843, 1
855, 1
873, 1
878, 1
897, 1
906, 1
907, 1
932, 1
943, 1
945, 1
956, 1
980, 1
997, 1
1000, 1
1010, 1
1017, 1
1020, 1
1021, 1
1025, 1
1027, 1
1036, 1
1041, 1
1054, 1
1060, 1
1070, 1
1073, 1
1130, 1
1134, 1
1148, 1
1152, 1
1153, 1
1162, 1
1163, 1
1178, 1
1182, 1
1184, 1
1186, 1
1189, 1
1193, 1
1195, 1
1210, 1
1211, 1
1220, 1
1230, 1
1231, 1
1234, 1
1247, 1
1258, 1
1261, 1
1262, 1
1266, 1
1276, 1
1281, 1
1287, 1
1289, 1
1295, 1
1303, 1
1306, 1
1312, 1
1314, 1
1333, 1
1336, 1
1337, 1
1344, 1
4, 0
6, 0
22, 0
40, 0
55, 0
66, 0
67, 0
70, 0
75, 0
80, 0
82, 0
101, 0
111, 0
113, 0
117, 0
125, 0
140, 0
142, 0
145, 0
147, 0
149, 0
159, 0
161, 0
164, 0
165, 0
170, 0
177, 0
198, 0
205, 0
211, 0
220, 0
224, 0
228, 0
230, 0
234, 0
239, 0
243, 0
253, 0
273, 0
279, 0
290, 0
295, 0
299, 0
301, 0
305, 0
323, 0
325, 0
338, 0
343, 0
370, 0
373, 0
389, 0
397, 0
399, 0
406, 0
413, 0
415, 0
426, 0
431, 0
435, 0
437, 0
447, 0
449, 0
457, 0
464, 0
465, 0
466, 0
473, 0
478, 0
487, 0
492, 0
496, 0
497, 0
499, 0
501, 0
517, 0
528, 0
531, 0
538, 0
541, 0
560, 0
568, 0
576, 0
584, 0
618, 0
623, 0
630, 0
643, 0
658, 0
662, 0
664, 0
676, 0
678, 0
683, 0
687, 0
688, 0
695, 0
697, 0
701, 0
709, 0
711, 0
713, 0
722, 0
732, 0
739, 0
747, 0
762, 0
771, 0
772, 0
782, 0
787, 0
794, 0
812, 0
813, 0
816, 0
828, 0
829, 0
833, 0
851, 0
852, 0
857, 0
865, 0
869, 0
874, 0
881, 0
882, 0
889, 0
893, 0
941, 0
944, 0
949, 0
951, 0
964, 0
977, 0
979, 0
998, 0
1006, 0
1033, 0
1043, 0
1048, 0
1051, 0
1055, 0
1066, 0
1068, 0
1076, 0
1077, 0
1083, 0
1086, 0
1087, 0
1098, 0
1102, 0
1110, 0
1114, 0
1115, 0
1118, 0
1121, 0
1126, 0
1127, 0
1131, 0
1166, 0
1167, 0
1169, 0
1183, 0
1188, 0
1192, 0
1197, 0
1202, 0
1205, 0
1206, 0
1209, 0
1217, 0
1219, 0
1221, 0
1229, 0
1233, 0
1235, 0
1239, 0
1240, 0
1250, 0
1265, 0
1269, 0
1271, 0
1272, 0
1285, 0
1290, 0
1302, 0
1305, 0
1310, 0
1324, 0
1326, 0
1341, 0
