Sorted by highest frequency
Relation id, count
866, 37
946, 37
89, 36
195, 36
310, 36
456, 36
494, 36
700, 36
960, 36
98, 35
452, 35
591, 35
858, 35
933, 35
49, 34
445, 34
522, 34
705, 34
1031, 34
1103, 34
388, 33
543, 33
601, 33
668, 33
801, 33
1104, 33
1260, 33
1267, 33
167, 32
271, 32
327, 32
926, 32
134, 31
653, 31
774, 31
978, 31
989, 31
1120, 31
909, 30
1171, 30
163, 29
225, 29
810, 29
842, 29
1028, 29
1174, 29
1203, 29
578, 28
922, 28
1298, 28
9, 27
432, 27
604, 27
642, 27
766, 27
768, 27
1173, 27
385, 26
450, 26
469, 26
983, 26
993, 26
1139, 26
1157, 26
126, 25
154, 25
285, 25
791, 25
64, 24
106, 24
120, 24
208, 24
744, 24
1013, 24
1080, 24
1081, 24
1213, 24
1215, 24
119, 23
133, 23
148, 23
207, 23
209, 23
229, 23
474, 23
1005, 23
1050, 23
1279, 23
14, 22
187, 22
440, 22
562, 22
1007, 22
1045, 22
1108, 22
1238, 22
1241, 22
178, 21
203, 21
222, 21
306, 21
322, 21
500, 21
567, 21
799, 21
860, 21
1249, 21
50, 20
166, 20
309, 20
441, 20
467, 20
479, 20
738, 20
876, 20
965, 20
1133, 20
1330, 20
103, 19
152, 19
216, 19
332, 19
396, 19
556, 19
778, 19
1137, 19
1156, 19
227, 18
270, 18
438, 18
468, 18
493, 18
773, 18
786, 18
859, 18
963, 18
1089, 18
1286, 18
1317, 18
73, 17
83, 17
213, 17
300, 17
334, 17
634, 17
715, 17
996, 17
1149, 17
1170, 17
1274, 17
43, 16
356, 16
625, 16
692, 16
754, 16
970, 16
988, 16
1016, 16
1117, 16
1214, 16
27, 15
97, 15
137, 15
268, 15
340, 15
341, 15
509, 15
582, 15
629, 15
654, 15
670, 15
864, 15
868, 15
954, 15
1023, 15
1316, 15
26, 14
102, 14
168, 14
176, 14
288, 14
308, 14
324, 14
363, 14
395, 14
458, 14
611, 14
667, 14
686, 14
717, 14
809, 14
834, 14
836, 14
950, 14
1034, 14
1042, 14
1092, 14
1097, 14
1200, 14
32, 13
150, 13
183, 13
293, 13
312, 13
318, 13
453, 13
519, 13
521, 13
559, 13
650, 13
671, 13
702, 13
798, 13
806, 13
870, 13
895, 13
908, 13
992, 13
1124, 13
1243, 13
210, 12
251, 12
369, 12
471, 12
498, 12
542, 12
594, 12
769, 12
871, 12
901, 12
958, 12
1093, 12
1112, 12
1132, 12
1145, 12
1307, 12
13, 11
15, 11
44, 11
77, 11
403, 11
407, 11
515, 11
537, 11
575, 11
1012, 11
1074, 11
1161, 11
1208, 11
1277, 11
1280, 11
19, 10
353, 10
410, 10
539, 10
680, 10
736, 10
854, 10
879, 10
985, 10
1129, 10
1253, 10
1270, 10
39, 9
48, 9
116, 9
123, 9
129, 9
232, 9
238, 9
240, 9
255, 9
294, 9
304, 9
386, 9
390, 9
398, 9
480, 9
491, 9
518, 9
655, 9
693, 9
719, 9
789, 9
811, 9
818, 9
830, 9
896, 9
1003, 9
1032, 9
1063, 9
1064, 9
1095, 9
1141, 9
1236, 9
1284, 9
1292, 9
21, 8
72, 8
245, 8
259, 8
345, 8
422, 8
545, 8
590, 8
614, 8
652, 8
666, 8
726, 8
733, 8
790, 8
796, 8
840, 8
886, 8
891, 8
913, 8
927, 8
931, 8
940, 8
961, 8
1015, 8
1018, 8
1075, 8
1268, 8
127, 7
162, 7
348, 7
455, 7
476, 7
544, 7
546, 7
607, 7
627, 7
679, 7
696, 7
914, 7
930, 7
934, 7
982, 7
986, 7
1009, 7
1037, 7
1057, 7
1062, 7
1090, 7
1140, 7
1146, 7
1294, 7
1308, 7
25, 6
81, 6
156, 6
157, 6
197, 6
287, 6
337, 6
339, 6
405, 6
443, 6
463, 6
482, 6
490, 6
512, 6
525, 6
540, 6
558, 6
632, 6
746, 6
776, 6
817, 6
841, 6
911, 6
972, 6
974, 6
995, 6
1039, 6
1136, 6
1160, 6
1315, 6
1322, 6
1343, 6
28, 5
91, 5
96, 5
100, 5
107, 5
146, 5
174, 5
185, 5
202, 5
212, 5
219, 5
244, 5
283, 5
284, 5
292, 5
335, 5
371, 5
379, 5
433, 5
478, 5
549, 5
572, 5
598, 5
628, 5
659, 5
673, 5
674, 5
691, 5
710, 5
784, 5
815, 5
819, 5
849, 5
883, 5
924, 5
949, 5
957, 5
966, 5
990, 5
1002, 5
1027, 5
1085, 5
1172, 5
1196, 5
1198, 5
1338, 5
2, 4
29, 4
36, 4
51, 4
61, 4
108, 4
122, 4
153, 4
175, 4
179, 4
247, 4
249, 4
250, 4
257, 4
258, 4
286, 4
297, 4
317, 4
351, 4
365, 4
375, 4
380, 4
412, 4
419, 4
451, 4
481, 4
503, 4
505, 4
513, 4
523, 4
586, 4
615, 4
639, 4
672, 4
677, 4
681, 4
741, 4
760, 4
884, 4
894, 4
915, 4
916, 4
942, 4
975, 4
994, 4
1049, 4
1056, 4
1102, 4
1105, 4
1135, 4
1150, 4
1159, 4
1176, 4
1181, 4
1185, 4
1191, 4
1193, 4
1212, 4
1301, 4
1306, 4
1323, 4
1329, 4
0, 3
11, 3
38, 3
68, 3
92, 3
131, 3
139, 3
151, 3
169, 3
217, 3
218, 3
231, 3
252, 3
276, 3
313, 3
342, 3
357, 3
367, 3
372, 3
392, 3
393, 3
397, 3
408, 3
420, 3
439, 3
486, 3
550, 3
574, 3
580, 3
587, 3
638, 3
645, 3
660, 3
698, 3
708, 3
714, 3
716, 3
732, 3
740, 3
742, 3
759, 3
763, 3
831, 3
839, 3
888, 3
912, 3
952, 3
967, 3
984, 3
987, 3
1026, 3
1066, 3
1113, 3
1119, 3
1125, 3
1187, 3
1190, 3
1235, 3
1242, 3
1251, 3
1293, 3
1309, 3
1335, 3
1342, 3
10, 2
17, 2
20, 2
24, 2
34, 2
41, 2
84, 2
87, 2
105, 2
109, 2
115, 2
124, 2
128, 2
155, 2
158, 2
159, 2
161, 2
173, 2
191, 2
194, 2
206, 2
221, 2
236, 2
253, 2
260, 2
267, 2
272, 2
289, 2
291, 2
323, 2
328, 2
338, 2
361, 2
364, 2
366, 2
378, 2
389, 2
418, 2
447, 2
457, 2
499, 2
506, 2
517, 2
526, 2
529, 2
532, 2
534, 2
538, 2
560, 2
563, 2
566, 2
570, 2
585, 2
599, 2
605, 2
606, 2
626, 2
633, 2
649, 2
651, 2
657, 2
658, 2
682, 2
683, 2
690, 2
694, 2
707, 2
709, 2
724, 2
730, 2
735, 2
737, 2
753, 2
756, 2
757, 2
758, 2
775, 2
797, 2
821, 2
822, 2
823, 2
828, 2
847, 2
850, 2
862, 2
867, 2
873, 2
885, 2
903, 2
905, 2
906, 2
917, 2
919, 2
943, 2
951, 2
980, 2
1019, 2
1022, 2
1035, 2
1038, 2
1040, 2
1041, 2
1046, 2
1048, 2
1054, 2
1059, 2
1065, 2
1072, 2
1084, 2
1099, 2
1100, 2
1116, 2
1162, 2
1184, 2
1197, 2
1210, 2
1225, 2
1283, 2
1288, 2
1311, 2
1312, 2
1313, 2
1319, 2
1320, 2
1326, 2
1344, 2
7, 1
16, 1
22, 1
23, 1
57, 1
79, 1
101, 1
110, 1
111, 1
113, 1
117, 1
125, 1
135, 1
138, 1
142, 1
170, 1
171, 1
181, 1
186, 1
196, 1
198, 1
201, 1
211, 1
214, 1
215, 1
224, 1
234, 1
235, 1
243, 1
262, 1
264, 1
278, 1
281, 1
299, 1
315, 1
320, 1
347, 1
350, 1
358, 1
370, 1
391, 1
401, 1
409, 1
411, 1
414, 1
415, 1
417, 1
430, 1
465, 1
466, 1
473, 1
483, 1
489, 1
492, 1
497, 1
504, 1
524, 1
533, 1
547, 1
554, 1
557, 1
561, 1
564, 1
568, 1
592, 1
593, 1
609, 1
616, 1
617, 1
630, 1
636, 1
640, 1
643, 1
646, 1
661, 1
663, 1
678, 1
687, 1
701, 1
703, 1
704, 1
706, 1
713, 1
718, 1
729, 1
747, 1
750, 1
752, 1
762, 1
770, 1
777, 1
782, 1
783, 1
785, 1
795, 1
804, 1
808, 1
813, 1
816, 1
825, 1
827, 1
835, 1
837, 1
843, 1
848, 1
851, 1
893, 1
897, 1
899, 1
900, 1
918, 1
920, 1
921, 1
928, 1
929, 1
932, 1
939, 1
955, 1
959, 1
962, 1
977, 1
999, 1
1024, 1
1025, 1
1029, 1
1047, 1
1067, 1
1068, 1
1069, 1
1073, 1
1076, 1
1078, 1
1082, 1
1094, 1
1101, 1
1107, 1
1110, 1
1127, 1
1130, 1
1143, 1
1148, 1
1151, 1
1153, 1
1154, 1
1165, 1
1167, 1
1175, 1
1178, 1
1182, 1
1186, 1
1204, 1
1211, 1
1216, 1
1219, 1
1220, 1
1222, 1
1223, 1
1231, 1
1234, 1
1237, 1
1248, 1
1252, 1
1256, 1
1258, 1
1261, 1
1264, 1
1266, 1
1272, 1
1276, 1
1287, 1
1295, 1
1297, 1
1299, 1
1300, 1
1314, 1
1318, 1
1325, 1
1332, 1
1336, 1
1337, 1
4, 0
6, 0
18, 0
31, 0
40, 0
46, 0
55, 0
63, 0
66, 0
67, 0
69, 0
70, 0
75, 0
80, 0
82, 0
88, 0
90, 0
94, 0
99, 0
112, 0
114, 0
121, 0
130, 0
132, 0
140, 0
141, 0
145, 0
147, 0
149, 0
164, 0
165, 0
172, 0
177, 0
182, 0
205, 0
220, 0
223, 0
226, 0
228, 0
230, 0
237, 0
239, 0
256, 0
263, 0
266, 0
273, 0
274, 0
275, 0
279, 0
290, 0
295, 0
301, 0
303, 0
305, 0
307, 0
321, 0
325, 0
331, 0
343, 0
344, 0
359, 0
362, 0
373, 0
374, 0
377, 0
383, 0
399, 0
400, 0
404, 0
406, 0
413, 0
423, 0
424, 0
426, 0
427, 0
431, 0
434, 0
435, 0
437, 0
446, 0
449, 0
454, 0
464, 0
487, 0
496, 0
501, 0
502, 0
507, 0
510, 0
528, 0
531, 0
541, 0
551, 0
552, 0
555, 0
569, 0
576, 0
581, 0
584, 0
596, 0
602, 0
603, 0
608, 0
610, 0
613, 0
618, 0
620, 0
621, 0
623, 0
641, 0
644, 0
647, 0
656, 0
662, 0
664, 0
669, 0
675, 0
676, 0
685, 0
688, 0
689, 0
695, 0
697, 0
711, 0
720, 0
722, 0
728, 0
731, 0
739, 0
743, 0
755, 0
764, 0
767, 0
771, 0
772, 0
787, 0
794, 0
807, 0
812, 0
820, 0
824, 0
829, 0
833, 0
846, 0
852, 0
855, 0
857, 0
865, 0
869, 0
874, 0
878, 0
881, 0
882, 0
889, 0
907, 0
937, 0
941, 0
944, 0
945, 0
956, 0
964, 0
979, 0
997, 0
998, 0
1000, 0
1006, 0
1010, 0
1017, 0
1020, 0
1021, 0
1030, 0
1033, 0
1036, 0
1043, 0
1051, 0
1055, 0
1060, 0
1061, 0
1070, 0
1071, 0
1077, 0
1083, 0
1086, 0
1087, 0
1091, 0
1098, 0
1106, 0
1109, 0
1114, 0
1115, 0
1118, 0
1121, 0
1126, 0
1131, 0
1134, 0
1152, 0
1155, 0
1163, 0
1166, 0
1169, 0
1183, 0
1188, 0
1189, 0
1192, 0
1195, 0
1199, 0
1202, 0
1205, 0
1206, 0
1209, 0
1217, 0
1221, 0
1224, 0
1228, 0
1229, 0
1230, 0
1232, 0
1233, 0
1239, 0
1240, 0
1247, 0
1250, 0
1254, 0
1262, 0
1265, 0
1269, 0
1271, 0
1281, 0
1285, 0
1289, 0
1290, 0
1302, 0
1303, 0
1304, 0
1305, 0
1310, 0
1324, 0
1333, 0
1341, 0
