[10706, 1255, 3325, 35, 6560, 306, 3325]
[3279, 548, 7221, 354, 4639, 1123, 7221]
[14735, 589, 11099, 1296, 10515, 597, 10432]
[1286, 486, 384, 207, 7472, 136, 2849]
[13048, 805, 14437, 595, 8403, 193, 7196]
[13481, 875, 3609, 853, 2126, 1075, 1177]
[14675, 588, 9435, 1062, 8621, 1164, 10925]
[4421, 589, 8676, 902, 3325, 35, 7746]
[4939, 1218, 12176, 333, 13650, 352, 8317]
[9355, 1138, 13088, 254, 3518, 957, 7431]
[14010, 231, 13591, 1291, 14603, 845, 7529]
[2792, 368, 3373, 1263, 2792, 53, 5590]
[13303, 269, 13935, 200, 9362, 751, 11722]
[1020, 705, 7277, 1207, 9519, 1058, 9675]
[5390, 277, 3904, 144, 2302, 429, 7920]
[11694, 751, 9363, 1122, 13403, 1142, 13169]
[10066, 180, 1888, 1147, 9751, 1226, 6138]
[3163, 472, 8403, 193, 450, 516, 852]
[5298, 967, 14214, 536, 12006, 652, 3550]
[6819, 58, 4643, 93, 3639, 516, 5991]
[4079, 93, 3546, 330, 2344, 1124, 2656]
[6232, 1029, 2845, 734, 5548, 793, 949]
[6554, 721, 8269, 86, 2143, 514, 12223]
[11486, 1142, 6976, 624, 11575, 875, 4006]
[6726, 390, 715, 535, 5884, 1164, 14352]
[5303, 277, 13422, 779, 13652, 936, 1457]
[14869, 748, 5590, 1164, 3686, 242, 7963]
[8281, 751, 14882, 1122, 10181, 511, 851]
[10173, 282, 3325, 35, 6885, 788, 3104]
[527, 624, 10571, 1122, 13568, 1142, 10808]
[2279, 459, 13837, 1263, 8505, 565, 4]
[6776, 516, 7351, 93, 12352, 1142, 12423]
[5902, 163, 11250, 938, 8242, 887, 10504]
[13714, 1013, 12186, 71, 11141, 448, 530]
[2617, 875, 13254, 624, 3878, 565, 6211]
[14409, 684, 470, 933, 3893, 421, 12088]
[10630, 973, 10213, 516, 10479, 93, 2605]
[11524, 242, 7250, 814, 2292, 700, 7446]
[4375, 1201, 13949, 565, 4188, 508, 953]
[10767, 1079, 1788, 635, 5072, 1215, 14199]
[12999, 1278, 4782, 1142, 13428, 624, 3516]
[5850, 887, 7555, 665, 7844, 887, 4746]
[5236, 421, 3064, 1164, 8102, 421, 6184]
[1007, 1128, 14858, 985, 33, 540, 14858]
[5304, 382, 595, 511, 5304, 751, 7663]
[6623, 421, 13604, 948, 6856, 1339, 33]
[4626, 429, 225, 1053, 4851, 1147, 14486]
[2026, 1123, 12937, 1164, 10418, 421, 12937]
[10436, 1201, 5802, 589, 9910, 1321, 10148]
[8489, 725, 3619, 195, 7544, 844, 7374]
[447, 1122, 9044, 565, 3453, 508, 14929]
[4934, 844, 9034, 65, 12495, 748, 6856]
[12275, 65, 10909, 269, 1105, 597, 9144]
[984, 421, 4357, 910, 9358, 488, 12223]
[13391, 1296, 12344, 1122, 13711, 438, 1035]
[7668, 635, 8501, 642, 3608, 73, 10470]
[690, 311, 2475, 579, 11408, 1273, 9985]
[14083, 875, 10817, 624, 5841, 1226, 14042]
[2108, 495, 3198, 624, 13393, 1122, 468]
[4004, 527, 7923, 1340, 11066, 856, 5324]
[11723, 1044, 7106, 514, 12223, 1158, 5590]
[3772, 78, 10980, 1164, 11718, 421, 10980]
[8420, 179, 5378, 421, 1639, 1274, 12408]
[14300, 495, 5728, 1111, 2727, 751, 7406]
[9254, 1207, 9643, 242, 1792, 890, 6727]
[5766, 421, 2261, 54, 14742, 354, 5826]
[14312, 72, 9596, 324, 8018, 935, 733]
[11992, 721, 8269, 86, 7187, 1058, 9774]
[3211, 1218, 7685, 333, 610, 1218, 664]
[9300, 721, 9781, 86, 7161, 1122, 10591]
[13270, 565, 4188, 508, 11083, 1122, 7981]
[8705, 190, 7890, 470, 10859, 190, 8403]
[12318, 976, 12223, 1052, 207, 14, 5590]
[12269, 302, 14419, 1201, 12269, 588, 8621]
[12422, 734, 11744, 118, 12422, 880, 7158]
[4494, 421, 9100, 1164, 7494, 421, 6949]
[10917, 844, 552, 648, 5941, 748, 5590]
[10637, 887, 7555, 246, 14472, 887, 4746]
[2972, 624, 3104, 1142, 14777, 1111, 8708]
[1391, 1103, 11892, 368, 5316, 1263, 7902]
[12257, 588, 4358, 1147, 7420, 1226, 601]
[8652, 248, 3414, 1259, 6368, 248, 3414]
[994, 74, 13817, 805, 9722, 1122, 2751]
[7588, 421, 5590, 354, 14775, 184, 14335]
[14894, 65, 13137, 856, 11411, 648, 10855]
[12992, 1044, 5730, 488, 12223, 47, 10599]
[4787, 925, 4769, 1164, 8584, 637, 3325]
[3493, 751, 11984, 1226, 13269, 1334, 14326]
[12957, 805, 13313, 1122, 13319, 875, 14575]
[14095, 421, 12937, 5, 6255, 428, 4401]
[9063, 1122, 12657, 589, 14564, 923, 13423]
[1429, 292, 12118, 1044, 1473, 425, 5912]
[12450, 981, 4544, 996, 7525, 721, 8269]
[12321, 1142, 2493, 624, 2290, 565, 5011]
[6418, 270, 5344, 1226, 5629, 1201, 8618]
[8133, 421, 4358, 1168, 9165, 1096, 5590]
[10912, 1226, 12010, 1296, 9648, 311, 8621]
[848, 1058, 6167, 241, 9741, 856, 2030]
[9682, 32, 8393, 353, 2590, 136, 13428]
[13469, 1322, 3118, 368, 7592, 1263, 4931]
[10861, 65, 9834, 1241, 2452, 1226, 3274]
[187, 1142, 8656, 853, 7228, 1226, 10096]
[14279, 681, 1836, 566, 7112, 693, 11435]
[5338, 577, 12223, 326, 1065, 712, 4598]
[12134, 721, 9781, 86, 12744, 875, 6208]
[3979, 587, 10225, 1307, 6547, 246, 9806]
[14262, 1004, 12727, 58, 7770, 93, 11267]
[2542, 360, 7871, 35, 13534, 996, 460]
[1925, 233, 5590, 1164, 11701, 637, 3325]
[6060, 589, 3721, 935, 733, 1180, 14504]
[3365, 269, 4219, 589, 1866, 136, 134]
[6635, 514, 12223, 349, 1356, 14, 3320]
[2756, 892, 1900, 429, 3162, 143, 8659]
[1578, 1275, 11828, 751, 7933, 53, 5590]
[2884, 1279, 9940, 53, 2277, 1218, 310]
[5958, 421, 10470, 493, 6440, 1298, 3325]
[12876, 1226, 1153, 1334, 14326, 1257, 5262]
[12163, 53, 5590, 1164, 1194, 421, 14214]
[8213, 241, 4244, 319, 6779, 1226, 4120]
[8250, 461, 1903, 751, 5205, 565, 4]
[2779, 887, 2119, 665, 7047, 195, 5858]
[14480, 421, 2475, 1164, 1094, 514, 12223]
[7850, 421, 14514, 1079, 13591, 1291, 10017]
[3284, 421, 2692, 579, 9621, 622, 1809]
[6868, 1226, 12000, 1088, 7969, 745, 5973]
[10649, 721, 9781, 86, 2667, 1142, 14638]
[8198, 751, 14367, 1122, 5489, 565, 7585]
[231, 65, 12785, 1096, 5269, 953, 13318]
[13942, 520, 7511, 384, 5115, 624, 12800]
[13589, 429, 10636, 368, 11782, 968, 5415]
[7186, 721, 9781, 86, 10233, 537, 5159]
[9710, 892, 14779, 429, 2940, 180, 1547]
[1821, 421, 3064, 1164, 8291, 1058, 796]
[14513, 1144, 1585, 76, 9538, 565, 294]
[2177, 565, 7585, 508, 5087, 925, 13485]
[13450, 725, 8542, 448, 4533, 314, 1787]
[4143, 1122, 10771, 1122, 12346, 1122, 12842]
[11108, 751, 10327, 104, 305, 296, 3534]
[3991, 387, 4746, 246, 8236, 195, 5858]
[7901, 1053, 2709, 699, 4326, 947, 13191]
[7121, 875, 14045, 853, 12092, 1142, 6740]
[13250, 1241, 9918, 565, 14589, 168, 1296]
[9207, 296, 12795, 792, 8061, 814, 3438]
[4642, 58, 3197, 1248, 1980, 1023, 8724]
[5058, 596, 13534, 1128, 7074, 898, 14297]
[7979, 624, 4148, 565, 10499, 508, 8107]
[14739, 721, 8269, 86, 5855, 242, 5763]
[93, 1122, 8021, 143, 14465, 1142, 13428]
[13672, 1226, 9592, 1096, 11576, 52, 6678]
[14687, 1096, 10980, 85, 11265, 786, 3838]
[12433, 751, 2241, 1226, 7317, 751, 5841]
[14829, 929, 7582, 27, 10575, 589, 2200]
[8864, 416, 14347, 571, 2316, 1088, 11330]
[8899, 748, 6856, 1164, 6382, 421, 10674]
[107, 844, 7374, 62, 14242, 495, 12654]
[677, 76, 9997, 1008, 755, 204, 14072]
[8231, 1111, 4473, 751, 3158, 207, 10323]
[2664, 442, 224, 946, 3325, 35, 11608]
[8272, 845, 13591, 1291, 181, 52, 10869]
[5549, 416, 14413, 1138, 13088, 277, 10540]
[2532, 78, 3408, 536, 12006, 460, 5800]
[13350, 49, 6781, 723, 9192, 887, 2119]
[4842, 1088, 4423, 745, 8198, 1088, 1972]
[8444, 805, 1088, 516, 4643, 93, 7875]
[2297, 1147, 8001, 875, 4887, 853, 8001]
[178, 484, 4525, 470, 8239, 190, 8403]
[12681, 1226, 9655, 1321, 12018, 573, 4250]
[12636, 143, 8487, 589, 13651, 748, 5590]
[8774, 316, 5590, 354, 13447, 1164, 7442]
[11715, 832, 12223, 721, 8269, 86, 14919]
[486, 488, 12223, 326, 1362, 712, 112]
[1259, 1226, 7872, 1334, 14326, 1257, 5142]
[13394, 1226, 1815, 1171, 9260, 143, 14748]
[4475, 565, 8438, 508, 12613, 595, 1470]
[11341, 192, 6547, 246, 14135, 192, 6547]
[6899, 1263, 9173, 565, 4415, 508, 5359]
[4943, 42, 6692, 1226, 3805, 751, 3879]
[14200, 143, 7475, 565, 4, 508, 14679]
[11516, 93, 10512, 721, 8269, 86, 14275]
[6992, 1142, 14104, 624, 13455, 311, 12012]
[7972, 721, 9781, 86, 12993, 1088, 6564]
[145, 887, 7555, 665, 4056, 192, 4746]
[12316, 589, 9376, 1296, 12316, 1226, 1443]
[11049, 1218, 7825, 600, 2313, 872, 13618]
[10043, 1088, 1214, 745, 12495, 1096, 3457]
[10576, 589, 1449, 935, 733, 814, 6854]
[14531, 1263, 3829, 368, 14531, 733, 11444]
[960, 910, 34, 803, 6446, 1164, 2095]
[10348, 516, 10640, 93, 12514, 721, 9781]
[2989, 832, 12223, 721, 9781, 86, 6048]
[9915, 1340, 12310, 319, 9915, 1005, 12245]
[7767, 1111, 1617, 1088, 4423, 745, 7165]
[1999, 93, 6640, 53, 5590, 548, 8935]
[10476, 477, 9732, 844, 7259, 65, 14137]
[14709, 73, 10470, 493, 3081, 352, 13812]
[5770, 935, 14926, 648, 5349, 1088, 11005]
[7031, 1138, 13088, 254, 2436, 480, 11703]
[13596, 53, 3457, 1168, 3783, 1321, 14119]
[10028, 1053, 11468, 579, 2832, 1273, 12088]
[11038, 425, 14103, 583, 8887, 1147, 2212]
[8868, 410, 10832, 477, 1878, 1260, 10730]
[9120, 93, 12617, 516, 10479, 93, 14271]
[8878, 1096, 5213, 1128, 6394, 898, 8939]
[10685, 1273, 2692, 579, 523, 622, 1809]
[4237, 1164, 12878, 1147, 3955, 1226, 3060]
[14326, 1257, 1073, 844, 8394, 65, 12685]
[5336, 1340, 10757, 1088, 7969, 745, 1268]
[5643, 565, 14398, 508, 259, 1226, 14137]
[7961, 1122, 1023, 1122, 8796, 143, 14187]
[13212, 589, 8249, 469, 9091, 143, 7967]
[1361, 45, 6762, 30, 2428, 801, 6157]
[13005, 853, 4950, 589, 4761, 721, 9781]
[8967, 565, 9035, 508, 9389, 53, 5590]
[9587, 969, 8462, 74, 3000, 805, 13332]
[5698, 192, 6547, 246, 7298, 387, 6547]
[8979, 1142, 65, 1014, 13119, 136, 5938]
[8577, 1180, 6404, 52, 4998, 376, 3739]
[2165, 1074, 8393, 1045, 8734, 1226, 10915]
[8715, 74, 11980, 805, 14324, 330, 6327]
[6154, 53, 5590, 789, 7216, 348, 13447]
[2096, 1021, 12958, 1243, 5590, 1034, 5196]
[6795, 1138, 13088, 254, 7039, 480, 12026]
[12343, 565, 4, 508, 8688, 721, 9781]
[7614, 381, 4746, 665, 6451, 387, 4746]
[3868, 1142, 14438, 624, 14243, 1142, 8424]
[4160, 104, 14117, 838, 14214, 354, 257]
[3076, 1226, 10629, 935, 14926, 30, 6963]
[5361, 58, 7351, 93, 10859, 190, 13001]
[5965, 508, 5635, 721, 9781, 86, 8280]
[1093, 565, 10423, 508, 5652, 1142, 3994]
[341, 1122, 6710, 875, 1434, 1111, 14432]
[4175, 381, 4746, 665, 4732, 1044, 6516]
[11780, 770, 6267, 1168, 138, 336, 4219]
[13667, 875, 6129, 624, 14863, 368, 7511]
[3681, 421, 11468, 1164, 7594, 1129, 1212]
[3892, 242, 86, 814, 3892, 242, 11357]
[12576, 1123, 7221, 1092, 7871, 721, 9781]
[14019, 448, 8387, 665, 10666, 543, 8387]
[5461, 887, 4746, 665, 7460, 192, 2119]
[4024, 1001, 4105, 922, 14683, 1227, 2102]
[8454, 1296, 2803, 1138, 13088, 254, 3518]
[6603, 1164, 5688, 421, 6603, 600, 2313]
[6593, 58, 12595, 93, 13401, 1278, 14728]
[13533, 233, 8627, 59, 12046, 890, 905]
[7966, 508, 6166, 1008, 8175, 204, 11633]
[2904, 381, 2119, 163, 6547, 665, 8182]
[380, 600, 2313, 872, 1376, 600, 2313]
[12359, 1218, 6485, 1275, 4426, 495, 13204]
[12534, 832, 12223, 47, 10599, 349, 4877]
[10317, 887, 2119, 665, 14641, 887, 7555]
[4445, 488, 12223, 1052, 207, 892, 2302]
[8893, 93, 4314, 1142, 6129, 624, 4600]
[6269, 421, 1483, 848, 11479, 859, 4358]
[13125, 589, 5105, 1201, 2368, 1122, 8316]
[5374, 461, 9258, 751, 8383, 875, 65]
[8593, 316, 5590, 1164, 9996, 1058, 8285]
[7966, 432, 6705, 189, 7966, 508, 6166]
[36, 520, 13974, 384, 8385, 520, 3966]
[14289, 727, 733, 890, 3534, 1207, 3027]
[8029, 637, 13017, 35, 7846, 1164, 8942]
[3355, 1096, 14726, 1128, 13694, 1259, 12720]
[9084, 1201, 12468, 875, 4684, 1014, 9507]
[8541, 589, 1231, 495, 5240, 1111, 9271]
[6622, 1296, 11691, 589, 8085, 902, 3325]
[2488, 721, 8269, 86, 1307, 336, 2577]
[7649, 233, 4535, 909, 38, 1168, 14357]
[4942, 573, 9853, 751, 1813, 1122, 3575]
[12825, 887, 2119, 246, 4248, 880, 11089]
[1361, 853, 11748, 355, 9544, 280, 11748]
[12469, 445, 5590, 1147, 9280, 143, 13919]
[14395, 530, 11665, 530, 6301, 470, 1246]
[10037, 1058, 1852, 1053, 4358, 1147, 12269]
[12106, 462, 5619, 1296, 6672, 143, 4771]
[14059, 152, 6781, 723, 3897, 195, 5901]
[8189, 318, 3325, 721, 8269, 86, 10506]
[1375, 1138, 14764, 277, 7619, 779, 9336]
[442, 1093, 1415, 204, 8023, 1008, 3007]
[7558, 910, 6499, 577, 12223, 349, 1356]
[7625, 53, 1483, 1168, 3139, 748, 5590]
[9438, 53, 5590, 996, 1021, 1050, 14084]
[13564, 875, 1313, 624, 14728, 1122, 6574]
[5475, 1180, 6949, 354, 9100, 421, 6949]
[2952, 935, 14813, 814, 12979, 296, 10243]
[8394, 65, 11317, 954, 7409, 861, 8513]
[4215, 1088, 1972, 745, 5174, 1171, 12796]
[7987, 143, 2865, 1340, 7988, 751, 5655]
[12448, 381, 2119, 665, 2736, 387, 4746]
[4308, 1122, 5313, 1122, 9245, 1122, 7907]
[6289, 53, 1483, 261, 342, 788, 5203]
[12993, 923, 8138, 461, 1352, 416, 4670]
[1810, 601, 3325, 35, 13265, 1128, 12216]
[11509, 93, 4591, 74, 13302, 805, 2404]
[7244, 520, 6030, 384, 1313, 624, 10982]
[12131, 1270, 888, 1095, 11363, 298, 3014]
[2613, 721, 8269, 86, 9167, 925, 13948]
[3632, 93, 5598, 565, 749, 508, 11455]
[13354, 565, 4415, 508, 6262, 204, 3670]
[12009, 712, 4878, 326, 12009, 715, 14139]
[8401, 721, 8269, 86, 13593, 721, 8269]
[11126, 192, 2119, 83, 3706, 180, 140]
[10724, 565, 4, 508, 13354, 1053, 12362]
[12758, 877, 5525, 199, 11195, 387, 7555]
[5259, 387, 4746, 665, 14737, 387, 6547]
[2146, 444, 6726, 390, 6440, 85, 7529]
[3353, 387, 4746, 1108, 3979, 974, 2119]
[11516, 93, 6930, 310, 5707, 310, 6930]
[10992, 748, 6856, 52, 4897, 316, 13103]
[13465, 58, 7739, 1004, 14523, 93, 14780]
[2137, 1177, 9612, 589, 2137, 856, 5673]
[10622, 74, 2127, 805, 13181, 516, 3950]
[10466, 421, 12937, 354, 12261, 421, 12937]
[2170, 53, 5241, 52, 2350, 316, 5027]
[7810, 648, 5824, 856, 7810, 648, 5824]
[3607, 1122, 5432, 875, 13942, 520, 13974]
[2958, 1058, 8250, 1142, 7176, 1111, 6901]
[2371, 593, 3844, 910, 2738, 910, 2349]
[1363, 387, 4746, 665, 14031, 887, 7555]
[6570, 1122, 10268, 1122, 7531, 143, 10697]
[3203, 143, 4308, 1226, 1815, 1296, 3876]
[2408, 793, 5918, 734, 13206, 118, 12679]
[8852, 65, 10995, 1296, 5852, 1142, 4372]
[11257, 421, 3457, 522, 8248, 1323, 11482]
[2075, 53, 5590, 52, 2984, 316, 12153]
[6847, 1226, 1489, 1321, 1288, 565, 6872]
[847, 969, 8293, 748, 5590, 1034, 1225]
[4857, 1082, 4359, 1204, 4857, 76, 12227]
[12272, 814, 9643, 296, 10243, 171, 6625]
[8390, 1044, 395, 1164, 8589, 604, 395]
[7934, 595, 7300, 530, 2886, 472, 2816]
[14507, 1122, 14033, 143, 5389, 1226, 282]
[5209, 520, 6758, 1263, 13657, 1122, 8721]
[10038, 241, 1144, 160, 14421, 65, 6506]
[7037, 904, 10134, 33, 7037, 904, 10134]
[6052, 1190, 4370, 342, 1460, 421, 5590]
[2174, 65, 14530, 844, 8785, 65, 8987]
[505, 421, 1483, 1339, 4893, 354, 11929]
[13740, 887, 8387, 665, 1760, 216, 12186]
[5888, 53, 5590, 1164, 5602, 421, 5590]
[11839, 600, 2313, 872, 1453, 1138, 13088]
[14438, 1111, 11554, 1096, 10877, 845, 3340]
[14929, 1142, 1517, 624, 12913, 973, 8982]
[11685, 421, 8637, 78, 11690, 601, 9342]
[333, 387, 6547, 246, 7321, 8, 6421]
[1758, 269, 10515, 982, 13743, 1117, 468]
[1652, 612, 12808, 242, 5763, 814, 602]
[2555, 78, 7622, 1164, 4394, 282, 3325]
[6056, 904, 14751, 33, 6056, 904, 14751]
[5404, 1058, 10473, 1142, 10313, 853, 3827]
[1116, 853, 14566, 204, 1503, 1053, 4186]
[2386, 1249, 9734, 1201, 12069, 565, 7585]
[6752, 721, 8269, 86, 12492, 838, 14214]
[14435, 1334, 14326, 1257, 1073, 336, 10357]
[7469, 180, 12493, 1147, 1770, 1122, 6345]
[4564, 622, 14264, 622, 14462, 622, 4564]
[6033, 394, 14898, 475, 5894, 394, 11909]
[13624, 65, 3157, 1088, 1214, 745, 9238]
[13935, 200, 10361, 991, 2225, 803, 13759]
[14103, 583, 12318, 54, 3064, 1164, 8102]
[7782, 143, 6868, 53, 1483, 1164, 7486]
[6110, 751, 12578, 1226, 12622, 614, 1881]
[12056, 1096, 763, 444, 10090, 390, 8550]
[2859, 143, 7405, 1122, 2859, 1122, 11514]
[11804, 875, 4921, 1111, 12395, 856, 7374]
[10512, 516, 2898, 58, 6105, 93, 1590]
