[9768, 624, 14048, 565, 4, 508, 10490, 368, 6565]
[7193, 78, 7285, 354, 11811, 421, 10470, 493, 3417]
[8966, 1263, 6000, 355, 10530, 1096, 11690, 52, 14790]
[3294, 887, 7555, 106, 9993, 118, 3055, 381, 7555]
[7476, 1142, 11416, 1111, 4651, 765, 733, 1180, 11690]
[5299, 1147, 7955, 180, 5299, 976, 12223, 721, 8269]
[1600, 143, 875, 143, 14554, 53, 5590, 261, 9076]
[4576, 1012, 105, 1277, 12693, 1012, 105, 1277, 14397]
[8438, 508, 3437, 53, 13534, 845, 6354, 1291, 8501]
[11567, 699, 7327, 947, 12970, 761, 2191, 947, 7837]
[12139, 280, 6788, 589, 11571, 136, 14638, 1111, 13522]
[14617, 1226, 309, 436, 5264, 648, 309, 751, 4907]
[1879, 1123, 8276, 352, 9700, 978, 2140, 85, 7529]
[4682, 330, 5358, 3, 11916, 516, 1894, 93, 3138]
[8488, 892, 12296, 429, 2876, 589, 3189, 844, 2565]
[1545, 384, 9020, 624, 12843, 143, 12255, 104, 10079]
[4013, 894, 13429, 297, 13057, 841, 8251, 600, 2313]
[13041, 53, 5590, 996, 6679, 1316, 9081, 526, 11876]
[2014, 1164, 8854, 1168, 1243, 269, 4181, 597, 9885]
[9997, 204, 2487, 53, 5590, 1339, 14389, 607, 7398]
[10197, 1214, 3517, 251, 12742, 1226, 2108, 844, 10683]
[4089, 565, 6872, 508, 6882, 1122, 5759, 200, 8162]
[174, 684, 470, 933, 4851, 606, 5823, 1142, 10817]
[7178, 1207, 8782, 296, 7178, 1207, 6957, 296, 7277]
[14622, 81, 13326, 508, 12152, 875, 5258, 624, 10912]
[7357, 548, 11656, 1164, 327, 421, 11656, 1218, 10518]
[9432, 985, 4991, 548, 14297, 1218, 10518, 863, 14275]
[14695, 52, 5239, 316, 4082, 5, 756, 826, 6971]
[13770, 844, 9824, 62, 12688, 765, 733, 1180, 11305]
[2708, 530, 6713, 193, 11024, 875, 6646, 624, 582]
[9843, 384, 6140, 1111, 13179, 495, 6140, 1014, 2776]
[5244, 1226, 8802, 923, 7998, 573, 10716, 495, 5728]
[9095, 1117, 6879, 394, 6762, 43, 6905, 886, 6762]
[13495, 368, 12635, 384, 5240, 1111, 10645, 870, 14044]
[13186, 192, 4746, 665, 11057, 887, 7555, 665, 6173]
[13106, 949, 8265, 765, 733, 1180, 8501, 59, 733]
[11358, 844, 1478, 648, 8615, 902, 7871, 35, 5269]
[2939, 1292, 3325, 35, 485, 1327, 12705, 1180, 9211]
[7820, 348, 13447, 1164, 5348, 948, 5590, 261, 6499]
[5086, 508, 9852, 1138, 13088, 254, 1285, 957, 983]
[11980, 805, 4966, 565, 4, 508, 8252, 589, 1796]
[10607, 600, 2313, 872, 8086, 5, 12788, 826, 1176]
[12574, 1123, 6856, 953, 5590, 261, 5469, 910, 4067]
[6916, 1330, 10675, 167, 14174, 483, 6232, 565, 12858]
[6326, 849, 13861, 634, 5303, 277, 13422, 277, 7301]
[12, 1138, 13088, 277, 5426, 76, 10893, 1340, 2108]
[2669, 269, 11691, 589, 14257, 1296, 12816, 892, 12230]
[14377, 723, 10758, 993, 14491, 1133, 14207, 993, 4985]
[189, 805, 14780, 516, 14227, 93, 885, 516, 932]
[3237, 1122, 4936, 143, 8309, 1226, 2200, 382, 3522]
[10961, 1, 3325, 35, 6885, 421, 9302, 1164, 5330]
[10777, 565, 4, 508, 9067, 126, 2120, 1057, 12126]
[5825, 1207, 12455, 242, 7735, 814, 9381, 1058, 7326]
[10600, 1063, 12857, 508, 3034, 589, 14097, 1201, 12159]
[12365, 1177, 14380, 143, 6977, 875, 5712, 624, 4738]
[5911, 1124, 9067, 143, 14195, 53, 5590, 1164, 2677]
[4590, 887, 6547, 246, 1047, 192, 7555, 246, 7856]
[13375, 803, 12597, 1011, 13375, 910, 13358, 948, 5590]
[9162, 1142, 12349, 1111, 8085, 136, 12349, 1111, 7071]
[1597, 699, 12176, 1275, 3091, 1296, 2101, 1142, 11194]
[14926, 814, 10723, 1058, 4822, 74, 451, 805, 966]
[14694, 429, 5745, 892, 14694, 553, 1009, 1081, 2855]
[7200, 1097, 11230, 523, 7200, 768, 1519, 460, 7200]
[8861, 910, 7352, 803, 14080, 78, 4688, 725, 3991]
[3707, 282, 3325, 35, 11608, 421, 9302, 1164, 3494]
[5664, 931, 5072, 1079, 12714, 229, 2403, 629, 8827]
[11713, 565, 12891, 508, 4074, 1008, 12437, 180, 9988]
[12354, 93, 3560, 1142, 4944, 853, 2023, 565, 8438]
[10708, 748, 5590, 699, 11979, 65, 14074, 844, 9972]
[3716, 589, 3832, 136, 7452, 1014, 12530, 751, 1540]
[5679, 1053, 8621, 340, 3169, 233, 5590, 1164, 9967]
[6013, 346, 3325, 721, 9781, 86, 5369, 826, 2592]
[10363, 520, 12229, 968, 1932, 495, 7185, 1111, 8513]
[3354, 394, 6242, 475, 3302, 1044, 1741, 1147, 3738]
[1179, 875, 4419, 624, 3182, 1138, 13088, 254, 13309]
[4015, 330, 5004, 472, 6458, 530, 6065, 472, 9863]
[1215, 875, 1656, 624, 5626, 298, 14338, 12, 10283]
[2885, 1226, 5706, 751, 7113, 143, 5091, 892, 4626]
[8251, 721, 9781, 86, 14250, 595, 12220, 530, 11231]
[1679, 53, 5590, 261, 8494, 1, 3325, 35, 8906]
[13192, 1144, 1457, 76, 13551, 1144, 1457, 76, 1182]
[1957, 421, 9042, 1, 3325, 35, 13265, 601, 3325]
[11873, 425, 4300, 583, 815, 282, 3325, 35, 11238]
[8371, 1144, 9513, 779, 5097, 936, 10053, 76, 5655]
[6516, 421, 13534, 642, 12136, 536, 3063, 768, 9338]
[8466, 1147, 3305, 53, 2696, 1164, 10435, 721, 8269]
[9739, 448, 4518, 314, 2934, 1013, 14210, 724, 14364]
[11016, 721, 8269, 86, 10844, 330, 11231, 3, 10699]
[12869, 920, 393, 458, 6217, 875, 3198, 520, 3373]
[13764, 53, 5590, 52, 6678, 316, 5213, 1128, 6394]
[12964, 421, 12945, 803, 12964, 332, 3031, 441, 12616]
[4083, 684, 470, 42, 6068, 74, 13107, 805, 3539]
[11751, 387, 4746, 665, 10317, 381, 2119, 246, 13464]
[6469, 589, 9466, 751, 1926, 1122, 12954, 1122, 5489]
[1523, 844, 11991, 65, 5412, 751, 14942, 251, 1360]
[9456, 381, 4746, 1108, 13713, 793, 10468, 381, 7555]
[3090, 875, 12832, 520, 4824, 384, 3994, 1014, 12020]
[3463, 136, 6908, 1014, 12090, 1201, 13899, 1122, 2545]
[12789, 43, 412, 421, 11690, 52, 8726, 376, 13591]
[14132, 624, 12886, 438, 4484, 1201, 2547, 1142, 1650]
[5206, 54, 14702, 579, 5159, 1273, 10644, 579, 9427]
[12847, 1142, 7701, 853, 13157, 1226, 5959, 1088, 7969]
[2142, 565, 4, 508, 6130, 1142, 9733, 1111, 1231]
[8590, 65, 2742, 136, 3630, 1111, 11093, 751, 9675]
[6348, 93, 3388, 588, 14214, 354, 4358, 1147, 11836]
[2162, 32, 1661, 250, 7600, 1142, 727, 624, 12092]
[13227, 520, 3134, 1263, 9288, 461, 4102, 923, 4792]
[7494, 421, 9100, 1164, 4494, 421, 9100, 1164, 7494]
[1795, 1142, 781, 853, 5669, 461, 3863, 1096, 763]
[7448, 387, 4746, 246, 12422, 192, 2119, 246, 2883]
[7863, 877, 9350, 118, 8725, 880, 9350, 199, 7170]
[1378, 1142, 2493, 853, 8215, 74, 12957, 805, 14950]
[4321, 973, 10543, 684, 4943, 42, 3390, 368, 598]
[4270, 1147, 9785, 299, 14491, 778, 7811, 23, 7061]
[12355, 143, 10882, 1142, 10959, 1111, 4637, 751, 9357]
[4396, 600, 2313, 872, 9243, 52, 5239, 316, 5562]
[4215, 1334, 14326, 1257, 6948, 751, 3232, 892, 12527]
[2374, 472, 6294, 472, 7999, 472, 8403, 3, 3607]
[7602, 844, 9824, 65, 11146, 844, 10057, 904, 2565]
[13940, 508, 10112, 104, 14789, 242, 86, 19, 3070]
[5528, 1286, 9398, 311, 10767, 52, 6100, 316, 10759]
[1356, 875, 13141, 853, 5574, 1053, 12890, 1168, 14484]
[5641, 962, 5303, 1275, 14331, 1296, 6556, 1340, 14331]
[8543, 1201, 8058, 53, 5590, 85, 4095, 49, 3929]
[8501, 1079, 3739, 635, 13103, 52, 8593, 376, 6354]
[11408, 238, 10068, 1161, 4499, 1273, 7670, 1164, 10815]
[10557, 751, 4528, 1226, 5172, 844, 12329, 65, 1489]
[7098, 421, 6856, 648, 4988, 1088, 5305, 745, 4910]
[13880, 565, 7348, 508, 6530, 1122, 9818, 565, 10320]
[3561, 1004, 8079, 58, 6540, 93, 2915, 721, 9781]
[9134, 624, 11360, 1286, 12353, 1142, 1939, 624, 6530]
[11544, 637, 3325, 35, 7746, 52, 5239, 316, 1480]
[1940, 476, 733, 1180, 4049, 352, 5030, 978, 1782]
[13048, 805, 14437, 484, 8403, 530, 6985, 1328, 14766]
[5632, 887, 6547, 665, 12212, 381, 2119, 246, 7863]
[70, 126, 12126, 530, 102, 472, 8647, 472, 3163]
[8480, 856, 2565, 65, 6001, 844, 2565, 65, 14444]
[8112, 1053, 8621, 1147, 5439, 1122, 5798, 1122, 14359]
[12826, 601, 3325, 35, 8906, 1327, 8882, 1180, 3457]
[2784, 1096, 1741, 1001, 4447, 134, 4105, 922, 1657]
[12622, 1201, 6532, 1142, 14065, 624, 1881, 368, 11894]
[11925, 1014, 4256, 495, 10641, 1014, 3883, 336, 6905]
[299, 421, 1483, 1164, 2639, 296, 5825, 792, 10840]
[10093, 136, 7176, 1111, 7921, 686, 9303, 589, 9137]
[9295, 838, 9707, 421, 13829, 5, 7549, 826, 4049]
[13707, 98, 5451, 402, 1728, 714, 5590, 1164, 8389]
[14650, 798, 9339, 336, 7227, 200, 3579, 1096, 10996]
[5578, 1147, 10139, 875, 143, 624, 10405, 143, 3304]
[8402, 387, 2119, 246, 12939, 387, 4746, 665, 9498]
[5218, 853, 9942, 1142, 5218, 520, 598, 1263, 4282]
[8473, 421, 6081, 1255, 3325, 35, 5590, 845, 6109]
[8092, 1164, 3797, 242, 11357, 814, 11583, 619, 1039]
[11581, 296, 10243, 1207, 11019, 188, 3325, 35, 9539]
[14631, 748, 5590, 261, 13382, 976, 12223, 326, 1362]
[9450, 1022, 8248, 14, 6856, 648, 8729, 136, 9733]
[13528, 856, 1847, 65, 8293, 856, 12329, 648, 4339]
[11828, 269, 10515, 597, 315, 844, 10861, 65, 12622]
[6893, 192, 4746, 246, 10831, 887, 6547, 163, 2119]
[1196, 381, 6547, 665, 66, 734, 2172, 1244, 2562]
[5719, 935, 733, 890, 13346, 1207, 2931, 1039, 13397]
[11214, 425, 4073, 583, 4800, 1147, 1122, 595, 8403]
[9572, 216, 4533, 71, 10228, 1104, 13325, 1157, 8589]
[5383, 805, 8649, 565, 4, 508, 14063, 1122, 8739]
[11535, 1004, 9755, 58, 12595, 93, 3191, 1142, 7118]
[13493, 318, 3325, 35, 6885, 788, 4801, 1278, 7406]
[2457, 1088, 4423, 745, 14024, 614, 4502, 1278, 8112]
[2764, 192, 6547, 665, 1370, 887, 6547, 246, 333]
[5430, 1096, 3457, 996, 2661, 1179, 3457, 990, 2307]
[6782, 180, 14330, 421, 13215, 1164, 2840, 421, 13215]
[5363, 368, 12232, 384, 14014, 624, 3751, 1053, 7253]
[4405, 1122, 1023, 516, 5060, 93, 8991, 143, 13424]
[8361, 1147, 14942, 1142, 3694, 624, 8826, 973, 9067]
[2023, 330, 8403, 193, 3409, 330, 11231, 3, 8354]
[8181, 136, 9375, 1014, 8912, 160, 461, 62, 4210]
[3222, 721, 8269, 86, 7273, 1096, 13985, 52, 7107]
[4108, 62, 12356, 1246, 7316, 326, 14254, 715, 11413]
[618, 93, 4432, 721, 8269, 86, 7461, 577, 12223]
[14883, 296, 7277, 450, 3053, 565, 12026, 508, 9215]
[12185, 242, 86, 814, 1712, 296, 12795, 1207, 6624]
[9014, 1263, 12324, 1122, 8690, 589, 2999, 136, 10872]
[14294, 779, 13652, 936, 11623, 76, 7911, 1142, 8656]
[2180, 421, 14389, 1164, 14859, 242, 14004, 801, 11717]
[1852, 1226, 11699, 935, 733, 30, 14004, 890, 13346]
[844, 58, 14946, 93, 4464, 74, 1695, 805, 13634]
[9040, 814, 6854, 345, 6003, 721, 9781, 86, 10417]
[3542, 1044, 1398, 1123, 6856, 1164, 5804, 1164, 7873]
[12191, 1111, 14482, 136, 5910, 1111, 4988, 136, 3559]
[9843, 1263, 11153, 143, 14890, 1122, 12209, 1122, 8556]
[8343, 954, 7409, 861, 6010, 614, 10681, 1249, 6010]
[5923, 751, 7985, 1122, 8020, 143, 11640, 1122, 8020]
[11740, 589, 5981, 751, 8383, 591, 4290, 565, 4415]
[12554, 910, 7053, 1128, 12216, 712, 6247, 1044, 14458]
[11927, 421, 763, 1079, 6354, 635, 13829, 845, 13591]
[4308, 1122, 12981, 1142, 14575, 853, 13525, 1278, 12277]
[5054, 282, 3325, 35, 8906, 52, 5239, 316, 14203]
[9400, 143, 3958, 143, 6512, 143, 3958, 143, 3586]
[7932, 826, 10767, 548, 12359, 548, 4729, 363, 888]
[4963, 58, 1814, 93, 14069, 74, 10846, 805, 9479]
[11949, 765, 733, 1180, 5072, 85, 12714, 786, 763]
[6128, 452, 1657, 1227, 7369, 1174, 7582, 914, 14829]
[14266, 485, 5442, 421, 5590, 312, 7061, 156, 6354]
[5092, 1120, 4991, 548, 14352, 548, 7357, 548, 11656]
[11381, 160, 2928, 62, 8025, 319, 5270, 892, 14779]
[2715, 892, 5582, 429, 224, 925, 13948, 1001, 2833]
[9266, 516, 14249, 93, 4214, 74, 1695, 805, 5740]
[13597, 853, 3388, 565, 10359, 508, 417, 721, 9781]
[6438, 37, 3948, 421, 5241, 845, 13273, 858, 3877]
[6932, 395, 5908, 1058, 7954, 1142, 996, 624, 8938]
[6170, 508, 8373, 204, 14637, 1008, 8373, 204, 12253]
[14814, 1226, 2500, 136, 1161, 1111, 14837, 1096, 13834]
[5250, 448, 12194, 71, 7946, 653, 173, 71, 1819]
[11903, 193, 9043, 330, 8837, 3, 1275, 595, 7999]
[4039, 192, 4746, 665, 10040, 381, 4746, 246, 11453]
[5660, 394, 12523, 475, 1386, 1044, 1271, 421, 14389]
[10993, 565, 4415, 508, 3203, 565, 4415, 508, 2010]
[12052, 421, 6856, 1164, 1233, 421, 1483, 1164, 13537]
[12185, 242, 7963, 814, 2711, 242, 3070, 814, 1868]
[6891, 188, 3325, 35, 5590, 1164, 11515, 56, 3325]
[6902, 421, 5590, 699, 11979, 1275, 3839, 1096, 10980]
[9988, 1164, 12129, 5, 9356, 826, 3027, 242, 8544]
[10894, 565, 4, 508, 8983, 875, 8432, 624, 11138]
[5080, 589, 877, 136, 9375, 624, 1730, 143, 12847]
[4260, 488, 12223, 326, 8650, 1259, 7227, 1220, 4153]
[11030, 721, 8269, 86, 10944, 1179, 6856, 642, 11482]
[21, 495, 8677, 624, 14195, 516, 6484, 93, 10813]
[12002, 428, 6012, 624, 12692, 1142, 6012, 45, 12002]
[14646, 1226, 11480, 751, 1971, 1226, 14923, 136, 1161]
[3382, 319, 14289, 946, 3325, 35, 4714, 5, 7549]
[5191, 1013, 9527, 665, 7024, 448, 173, 314, 13251]
[5313, 143, 4308, 143, 12489, 1053, 5297, 54, 3064]
[8733, 1275, 1568, 1296, 7541, 1142, 3630, 624, 898]
[2648, 1014, 4140, 495, 14132, 853, 7595, 1340, 6927]
[994, 516, 1999, 93, 5293, 595, 11665, 193, 6997]
[2613, 190, 6985, 530, 7540, 530, 5358, 193, 4343]
[788, 721, 9781, 86, 6410, 35, 3457, 548, 3279]
[10588, 624, 4622, 1053, 11284, 421, 715, 385, 3325]
[8730, 1147, 4331, 74, 151, 805, 6329, 1053, 9179]
[2520, 844, 1478, 648, 13818, 136, 13169, 853, 4631]
[13999, 624, 13436, 875, 13999, 1014, 2129, 495, 5218]
[12385, 355, 9817, 1088, 7816, 745, 3787, 751, 6710]
[12378, 887, 4746, 246, 13723, 387, 2119, 246, 14747]
[4972, 516, 14946, 93, 4972, 1008, 8354, 595, 14028]
[2075, 1142, 7701, 624, 10912, 1122, 7001, 1226, 3884]
[2574, 856, 5314, 648, 13614, 935, 6192, 1180, 10662]
[7349, 387, 6547, 665, 2712, 381, 6547, 665, 3270]
[900, 631, 12190, 456, 544, 1296, 3655, 1142, 2005]
[7839, 1164, 8201, 485, 4330, 425, 2407, 583, 4474]
[3021, 1147, 2067, 143, 1193, 1138, 13088, 254, 7432]
[8184, 421, 5590, 1164, 7365, 1279, 12529, 1200, 10515]
[10127, 421, 3457, 95, 7135, 1123, 3457, 52, 2615]
[7522, 577, 12223, 1052, 207, 356, 14254, 945, 10165]
[11399, 1159, 4078, 60, 3738, 565, 7585, 508, 3738]
[9223, 421, 14389, 421, 2289, 1164, 7940, 579, 13114]
[13788, 319, 11487, 104, 5074, 1058, 11417, 104, 5074]
[12202, 53, 5590, 1331, 11137, 1226, 5002, 991, 7120]
[1774, 1275, 8234, 269, 6649, 597, 10628, 1096, 3443]
[10832, 969, 8868, 477, 7363, 416, 8492, 511, 3466]
[6645, 192, 7555, 246, 1103, 387, 7555, 665, 8495]
[5057, 421, 5590, 261, 9459, 1255, 3325, 35, 5688]
[10060, 429, 13196, 1226, 3041, 1296, 13196, 1138, 14764]
[10099, 565, 14316, 508, 3261, 1053, 8002, 699, 10426]
[2424, 1259, 6643, 1058, 3086, 1340, 1865, 136, 13254]
[12898, 1122, 14025, 1122, 6931, 1122, 11950, 1122, 9517]
[13474, 333, 11690, 85, 6354, 49, 6678, 316, 794]
[2083, 382, 9696, 589, 14168, 136, 10926, 1111, 4587]
[8774, 376, 13591, 858, 2312, 376, 13273, 1291, 2331]
[12399, 516, 6592, 93, 9064, 721, 8269, 86, 2844]
[11085, 953, 8627, 548, 1639, 548, 14539, 78, 7285]
[14624, 242, 86, 30, 6963, 1180, 12172, 52, 1904]
[11302, 1180, 10877, 78, 7285, 354, 12153, 52, 13345]
[9534, 199, 3991, 887, 6547, 83, 3046, 199, 9286]
[12596, 550, 730, 252, 12596, 527, 12549, 860, 730]
[6, 188, 3325, 35, 8906, 1164, 14156, 37, 8906]
[6026, 565, 6083, 508, 9774, 368, 2567, 968, 3766]
[14030, 805, 1090, 74, 3000, 805, 13460, 595, 8403]
[10594, 384, 673, 624, 4528, 104, 7535, 637, 3325]
[9322, 136, 12349, 1111, 4988, 1088, 5305, 745, 6943]
[4541, 421, 3064, 1164, 2687, 1164, 9127, 976, 12223]
[14304, 242, 2414, 814, 377, 637, 6410, 721, 9781]
[2586, 838, 8654, 536, 14338, 12, 2117, 589, 7035]
[11434, 425, 10672, 583, 11972, 421, 8464, 493, 10996]
[3377, 803, 5691, 421, 10969, 1164, 10052, 421, 5241]
[4901, 192, 2119, 246, 14801, 387, 4746, 665, 1388]
[7045, 666, 4898, 296, 6727, 1207, 10942, 1044, 12294]
[7078, 242, 7000, 814, 5908, 1058, 2430, 565, 4]
[6094, 136, 6842, 624, 13600, 1142, 673, 624, 11000]
[9027, 1138, 13088, 254, 118, 357, 5999, 68, 12994]
[5336, 1226, 10757, 495, 3729, 1014, 8451, 1096, 14720]
[14473, 1194, 6781, 723, 311, 192, 2119, 83, 14212]
[9979, 745, 10469, 495, 14104, 1111, 12942, 477, 9362]
[14671, 565, 4, 508, 14893, 1226, 4246, 1088, 9581]
[3514, 65, 14537, 844, 11586, 648, 3372, 844, 14016]
[13312, 316, 5027, 352, 5030, 978, 278, 1079, 7529]
[8242, 887, 11250, 938, 12860, 810, 11250, 938, 4721]
[13764, 53, 5590, 1164, 4786, 619, 10158, 329, 4486]
[10251, 190, 7890, 193, 3411, 516, 5005, 93, 9907]
[13579, 910, 7311, 910, 3703, 1164, 12160, 421, 3703]
[10574, 387, 6547, 246, 3897, 887, 2119, 1108, 2415]
[6771, 856, 7374, 648, 11860, 1088, 11330, 745, 2590]
[9143, 624, 11506, 1142, 12802, 624, 14184, 516, 13840]
[13727, 384, 3405, 1111, 9212, 160, 2565, 648, 3402]
[14586, 143, 5498, 727, 733, 1180, 3926, 421, 10470]
[2652, 1147, 14529, 1226, 3124, 136, 14132, 1014, 12883]
[11805, 475, 7980, 1007, 7684, 1117, 2828, 394, 7014]
[1315, 421, 9652, 948, 1483, 1164, 1873, 248, 6061]
[10381, 74, 11326, 805, 1905, 74, 11326, 805, 1088]
[10093, 1042, 11978, 844, 12231, 65, 7182, 1096, 4688]
[10724, 241, 9741, 319, 13109, 565, 6872, 508, 14788]
[9130, 188, 13017, 677, 8820, 725, 4845, 880, 4168]
[9875, 1296, 10691, 1226, 9875, 1334, 14326, 1257, 13314]
[80, 1122, 4472, 1138, 14764, 277, 3192, 277, 6729]
[12048, 333, 4729, 1218, 888, 515, 2145, 298, 7794]
[4438, 1053, 8254, 1168, 9875, 1296, 8921, 589, 9875]
[13144, 1226, 7539, 1241, 5403, 1142, 12739, 520, 2051]
[9543, 65, 11879, 1080, 12099, 302, 790, 751, 9998]
[5254, 721, 9781, 86, 1731, 52, 1875, 316, 7221]
[5952, 65, 8162, 856, 7374, 65, 9599, 136, 6976]
[13037, 844, 12329, 65, 9419, 1088, 947, 745, 7258]
[1103, 192, 6547, 246, 8849, 192, 7555, 665, 10554]
[11354, 384, 11194, 624, 9434, 588, 8621, 1147, 13392]
[12960, 421, 7846, 78, 6856, 1164, 10510, 421, 8644]
[3168, 78, 2146, 85, 10752, 1291, 14049, 306, 3325]
[4911, 1096, 5590, 548, 11690, 1274, 12875, 1327, 3221]
[4868, 1245, 13948, 788, 13863, 892, 12050, 429, 9025]
[10866, 1142, 12832, 1111, 9974, 136, 13169, 1111, 7928]
[6222, 1226, 226, 935, 733, 1180, 14930, 1327, 733]
[2960, 838, 11111, 1164, 11754, 425, 2407, 583, 4369]
[1085, 856, 11411, 648, 7881, 1296, 5985, 1226, 5615]
[14288, 1226, 2804, 844, 7374, 62, 3412, 1296, 1724]
[12675, 93, 224, 516, 12234, 93, 13360, 74, 13892]
[12169, 1142, 13910, 1111, 7809, 1334, 14326, 1257, 3572]
[11142, 192, 7555, 246, 1683, 887, 4746, 246, 2883]
[10878, 832, 12223, 1052, 207, 892, 12527, 429, 13498]
[6946, 1088, 5305, 745, 6778, 935, 733, 814, 9016]
[14765, 721, 8269, 86, 4623, 479, 13017, 35, 4783]
[5134, 530, 7999, 530, 9863, 470, 11387, 1122, 8225]
[11049, 789, 5051, 1064, 10599, 349, 7820, 14, 13447]
[14607, 684, 470, 42, 5889, 1138, 13088, 277, 9513]
[12710, 1201, 7853, 438, 4902, 751, 7414, 1226, 11554]
[6736, 136, 6185, 1014, 5476, 495, 14154, 853, 10684]
[11877, 1122, 8659, 1138, 14764, 254, 8965, 717, 176]
[1968, 296, 7277, 1207, 10677, 326, 3414, 1259, 8782]
[350, 844, 8394, 65, 9258, 923, 5374, 565, 6872]
[4894, 565, 8557, 508, 5707, 1278, 14200, 684, 470]
[262, 910, 9985, 579, 13055, 1273, 11956, 910, 3408]
[1715, 1180, 7217, 85, 10752, 229, 4837, 316, 2696]
[9539, 421, 6721, 1164, 9539, 5, 7549, 826, 3457]
[4951, 661, 6741, 1275, 4838, 1201, 5048, 1142, 9842]
[9050, 1179, 6949, 1164, 13847, 1164, 3801, 233, 6949]
[6316, 53, 2668, 421, 10650, 1164, 2594, 421, 10650]
[12552, 1277, 8566, 539, 14229, 1112, 4576, 674, 8901]
[12536, 136, 3729, 1111, 4471, 136, 11194, 1111, 7057]
[12219, 1226, 3159, 751, 10634, 589, 2999, 160, 2754]
[7754, 1144, 4857, 76, 1492, 565, 8695, 508, 711]
[13491, 421, 5469, 910, 307, 965, 12338, 514, 12223]
[14942, 251, 9255, 721, 8269, 86, 585, 840, 10068]
[13867, 983, 11290, 381, 6547, 246, 2139, 381, 4746]
[14476, 751, 11787, 143, 4416, 565, 4188, 508, 13158]
[761, 1138, 13088, 254, 1808, 1100, 10730, 892, 12230]
[13956, 1053, 11155, 1147, 3472, 565, 4, 508, 6390]
[3793, 946, 3325, 35, 11238, 1298, 3325, 35, 5590]
[4342, 1138, 13088, 254, 7591, 169, 13088, 254, 14252]
[13471, 1144, 11025, 936, 8591, 779, 11534, 936, 10930]
[7240, 421, 14214, 1164, 379, 425, 2407, 583, 7256]
[11009, 629, 11505, 516, 13840, 93, 14910, 721, 8269]
[7552, 1260, 940, 204, 7920, 1053, 2261, 1147, 7174]
[11062, 684, 4943, 42, 13334, 1053, 7444, 1028, 4949]
[3748, 935, 8357, 30, 2478, 814, 2787, 1058, 3485]
[2422, 475, 11325, 1007, 7684, 1117, 13607, 721, 8269]
[6928, 514, 12223, 349, 1356, 892, 12050, 429, 5574]
[13435, 565, 4, 508, 13459, 1226, 10615, 751, 1540]
[8704, 624, 10821, 204, 7545, 1142, 9305, 278, 12911]
[10560, 565, 4415, 508, 3003, 1144, 7772, 76, 355]
[7261, 624, 8646, 516, 9755, 58, 11535, 93, 4038]
[10205, 1226, 5186, 935, 733, 814, 3614, 637, 3325]
[946, 93, 1336, 190, 1470, 3, 9346, 595, 12220]
[7009, 553, 733, 890, 12795, 792, 2983, 814, 14573]
[8265, 721, 8269, 86, 1960, 1142, 13290, 624, 5157]
[3103, 600, 2313, 872, 3957, 600, 2313, 872, 4729]
[12807, 935, 6963, 814, 10155, 1058, 11919, 368, 12974]
[4965, 853, 13329, 565, 4415, 508, 5727, 1340, 11314]
[13786, 991, 4358, 1168, 13731, 1096, 5590, 5, 4207]
[11372, 336, 7227, 648, 14483, 751, 7295, 892, 12296]
[6976, 1111, 9466, 136, 3198, 624, 9610, 461, 2208]
